"w-full src","ellipsis-2","text-caption","text-body2-strong","flex","w-full src 2","ellipsis-2 2","flex href 4","text-caption 2","text-body2-strong 2","flex href 5","flex 2","w-full src 3","ellipsis-2 3","text-caption 3","text-body2-strong 3","flex 3","w-full src 4","ellipsis-2 4","flex href 9","text-caption 4","text-body2-strong 4","flex href 10","flex 4","w-full src 5","ellipsis-2 5","text-caption 5","text-body2-strong 5","flex href 12","flex 5","flex href 13","flex href 14","flex href 15","text-caption 6","w-full src 6","flex href 16","text-body2-strong 6","text-neutral-300","text-body2-strong 7","text-neutral-300 2"
"https://dkstatics-public.digikala.com/digikala-products/1694e0492036dbe2d3bb4a39372224035dbe66e5_1708852982.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","پارکابی خودرو طرح چرم مناسب تارا مجموعه 4 عددی محافظت از رکاب در برابر خط و خش و کثیفی با ضخامت استاندارد","موجود در انبار دیجی کالا","۳.۴","۲۴۱,۲۶۰","https://dkstatics-public.digikala.com/digikala-products/a5fb3116f17b52dcefb7850beb5e1be6379c74b9_1749460266.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","کارواش دینامی 300 بار 4500 وات دلیکس کد 300BAR","[object Object]","موجود در انبار دیجی کالا","۴.۴","[object Object]","۲۷,۰۰۰,۰۰۰","https://dkstatics-public.digikala.com/digikala-products/15ab526e6f3de3b49245ef9c0c6a7f930d79f45f_1741298251.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","کاور ریموت خودرو مدل Stil مناسب برای هایما S7 با جنس استیل، آلومینیوم، فلز و سیلیکون مقاوم در برابر ضربه و افزایش طول عمر ریموت","","۴.۴","۷۳۰,۰۰۰","https://dkstatics-public.digikala.com/digikala-products/02af5b9f809848e09b5c58c7d3543d44ab327d46_1768225411.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","کاور ریموت خودرو ام آر جی مدل zh_09 مناسب برای پژو 206 و پژو 207 با طراحی اسپرت، جنس فلز و سیلیکون مقاوم، محافظت در برابر ضربه و خط و خش و بند سه‌رنگ جذاب","[object Object]","ارسال فروشنده","۴.۴","[object Object]","۱,۳۳۶,۱۶۰","https://dkstatics-public.digikala.com/digikala-products/f2451496bb50bde95e88dc28824173f31fb8a84a_1704561188.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","رد لاین چسبی داشبورد پژو 207 برند پهلوان مدل rP1 پلاستیکی با چسب دو طرفه قوی و مقاومت در برابر دما","ارسال ۳ ساعته فروشنده","۴.۳","[object Object]","۱۲۵,۰۰۰","[object Object]","","[object Object]","موجود در انبار دیجی کالا","","","","","",""
"https://dkstatics-public.digikala.com/digikala-products/fbeb4efc5e24b35896428bbf96e82e4c75968030_1682665202.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","عایق نمدی کاپوت خودرو پژو 405 مدل Idea405 کاهش 25 درصد صدای موتور، جلوگیری از تغییر رنگ و نفوذ روغن و آب به باتری، بهبود عملکرد کولر و بخاری، قابل شست‌وشو، ابعاد 130x90x3 سانتی‌متر","موجود در انبار دیجی کالا","۴.۴","۱,۴۱۷,۹۴۰","https://dkstatics-public.digikala.com/digikala-products/6626e9ba3f7b2bb0e0107a69cf301cf57ff3750d_1752249375.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","آینه وسط خودرو محدب طرح خیلی خم با زاویه دید 5 برابری، مقاوم در برابر ضربه، نصب آسان به‌صورت فابریکی، مناسب برای تمام خودروها، جنس پلاستیکی","[object Object]","موجود در انبار دیجی کالا","۴.۳","[object Object]","۱,۷۲۰,۰۰۰","https://dkstatics-public.digikala.com/digikala-products/5f76ebb4c2789b4af7658e45dd7d9b7964a666fd_1736159562.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","فوم و فنر کفی صندلی خودرو مدل O110 مناسب پژو 206، پژو 207، رانا و رانا پلاس با فوم سرد شرکتی درجه یک و فنر نشیمنگاه صندلی جلو برای افزایش راحتی و جلوگیری از درد کمر","","۴.۴","۱,۵۹۰,۰۰۰","https://dkstatics-public.digikala.com/digikala-products/131141109c86dc6ccdadb8c7a42cddf271e74937_1771160946.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","روکش صندلی خودرو مارال مدل پرایم کد 6511 مناسب پژو 206 و 207، چرم صنعتی درجه یک، ست کامل جلو و عقب، ضدتعریق، سازگار با ایربگ جانبی، دوخت صنعتی، ساخت ایران","[object Object]","ارسال فروشنده","۴.۴","[object Object]","۱۳,۶۳۲,۵۰۰","https://dkstatics-public.digikala.com/digikala-products/951a0f924bb7b09b07aa774c5435b5dce7880701_1728193950.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","روکش فرمان دوختی فرمونو مدل بازودار طرح کلاسیک مناسب برای ال نود","ارسال ۳ ساعته فروشنده","۴.۴","[object Object]","۱,۶۰۰,۰۰۰","[object Object]","[object Object]","","","","","","","",""
"https://dkstatics-public.digikala.com/digikala-products/112914021.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","زیر سیگاری خودرو مدل HT068","ارسال سریع دیجی‌کالا","۳.۴","۴۹۰,۰۰۰","https://dkstatics-public.digikala.com/digikala-products/485e581294944db8f8ce90a6c2c8e6a1fb8248d6_1717349225.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","رله تقویت کوئل خودرو مدل 80A مناسب برای سمند EF7","[object Object]","ارسال فروشنده","۴.۴","[object Object]","۴۰۰,۰۰۰","https://dkstatics-public.digikala.com/digikala-products/4ea203cc07e23c852ba9d9dba1f775e5e56c5254_1770724352.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","ماکت و پد دکمه فرمان خودرو چیکال مدل K-499 مناسب پژو پارس و پژو 207 و رانا، بسته 16 عددی، ضدخش، مقاوم در برابر دما، نور خورشید و آب، نصب آسان با چسب بی‌رنگ","موجود در انبار دیجی کالا","۳.۴","۲۹۵,۱۱۰","https://dkstatics-public.digikala.com/digikala-products/db81947b5343e6897b4398ba45f070e5389a2936_1667840609.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","غربیلک فرمان خودرو مدل 598 مناسب برای پراید 132 با طراحی ارگونومیک و ساختار مقاوم","[object Object]","ارسال فروشنده","۴.۴","[object Object]","۲,۶۲۲,۱۲۰","https://dkstatics-public.digikala.com/digikala-products/2a2819523172770042f2a0cbc21551a2cdadbef3_1649313501.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","قاب وسط فرمان خودرو چیکال مدل CH-1 مناسب برای سایپا پراید 141 با رنگ خاکستری و نصب آسان","","۳.۳","[object Object]","۴۴۵,۱۲۰","[object Object]","","[object Object]","موجود در انبار دیجی کالا","","[object Object]","","","",""
"https://dkstatics-public.digikala.com/digikala-products/f79f309e27779a5ab66dfe4e855dc8a5a693c5e9_1717698350.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","خار نمد صندوق خودرو بیلگین مدل sam-1 مناسب برای سمند، سمند LX، سمند سورن و سمند سورن پلاس، نصب آسان با دست، بسته 24 عددی","موجود در انبار دیجی کالا","۴.۲","۱۵۰,۰۰۰","https://dkstatics-public.digikala.com/digikala-products/fc78b244bac2087c43be927c46fc6e62c0aacae8_1739540086.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","ریش سپر خودرو قطعه سازان کبیر مدل RIS-206-3010311 مناسب برای پژو 206","[object Object]","موجود در انبار دیجی کالا","۴.۳","[object Object]","۲۹۰,۰۰۰","https://dkstatics-public.digikala.com/digikala-products/64fdae23c296d9433d80916ea07c589be9fc3d9f_1723015759.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","درب موتور برف پاکن خودرو مناسب برای پراید مدل PNW1452 با قابلیت آبندی دقیق و اتصال پلاتین به چرخ دنده برای عملکرد بهینه و نصب آسان با چکش پلاستیکی","تنها ۱ عدد در انبار باقی مانده","۴.۳","۴۷۱,۸۸۰","https://dkstatics-public.digikala.com/digikala-products/094697bda1b4bb49f5cae6b08ab14ce2fda2f3c6_1654936648.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","اسپری پولیش داشبورد خودرو کاسپین مدل کوهستان حجم 300 میلی‌لیتر با خاصیت براق‌کنندگی، آنتی استاتیک و خوشبوکننده مناسب برای داشبورد و قطعات پلاستیکی داخل کابین خودرو","[object Object]","موجود در انبار دیجی کالا","۴.۳","[object Object]","۳۱۲,۰۰۰","https://dkstatics-public.digikala.com/digikala-products/0dd7930ab04ca88c3ba0dd258f9bc24dc266e25f_1683279380.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","کیف نظم‌دهنده صندوق عقب خودرو، مدل Earth از پارچه فوتر نمدی ضخیم با فوم جداگانه 1 سانتیمتری، دارای 3 محفظه و دستگیره برزنتی بلند برای حمل آسان، مناسب برای تمام خودروها و ابعاد 30x25x45 سانتی‌متر","ارسال ۳ ساعته فروشنده","۴.۳","[object Object]","۱,۲۷۰,۰۰۰","[object Object]","","","","https://www.digikala.com/statics/img/svg/productCard/topBadge/SpecialSell.svg","","۱۵٪","۱,۵۰۰,۰۰۰","",""
"","آفتابگیر شیشه جلو خودرو بیهقی طرح جیوه ای مدل 56CM","موجود در انبار دیجی کالا","۴.۲","۹۲۸,۰۰۰","","رابط زبانه کمربند ایمنی خودرو مدل B-5 بسته 5 عددی، فری سایز، نصب آسان بدون نیاز به ابزار، مناسب تمام خودروهای بنزینی، دیزلی، دوگانه سوز و برقی","[object Object]","موجود در انبار دیجی کالا","۴.۲","[object Object]","۴۷۳,۱۰۰","","خار قاب دور ضبط فلزی یدک چی مدل 30213 مناسب برای سایپا پراید X100، 111، 131، 132 و وانت 151 بسته 10 عددی با نصب آسان و استحکام بالا","موجود در انبار دیجی کالا","۴.۳","۱۲۵,۰۰۰","","درپوش فیلتر روغن سیف مدل DA04021 آلومینیومی سوپاپ دار مناسب برای پژو 206 و 207","[object Object]","ارسال فروشنده","۴.۳","[object Object]","۶۲۴,۰۰۰","","درب رادیاتور خودرو قطعه سازان کبیر مدل RAD-QUICK-30477 مناسب برای کوییک","","۴.۳","[object Object]","۱۹۹,۰۰۰","[object Object]","","[object Object]","ارسال فروشنده","","[object Object]","۵٪","۴۹۸,۰۰۰","۴٪","۶۵۰,۰۰۰"
"","مغزی کیت دسته راهنما خودرو پراید مدل 008 مناسب تعویض مغزی بدون نیاز به تعویض کامل، جلوگیری از آسیب به سایر قطعات دسته راهنما، ابعاد 45x10x30 میلیمتر","موجود در انبار دیجی کالا","۴.۱","۲۹۲,۸۱۰","","روکش صندلی خودرو ادا روکش مدل سناتور مناسب پژو پارس و 405 قدیم با جنس چرم ضخیم ضد خش، 12 تکه کامل شامل پشت گردنی طبی، جا موبایلی جلو و عقب، پد طبی نشیمن و الگوی متناسب با فریم صندلی","[object Object]","ارسال فروشنده","۴.۲","[object Object]","۵,۷۲۲,۵۲۰","","چادر خودرو شمعی لوکس سهیل مدل شمعی مناسب کوییک، ضدآب و گردوغبار، بسیار سبک با وزن کمتر از 1 کیلوگرم، دارای محل قرارگیری آیینه‌های جانبی و پارچه پلی‌استر پشت نقره مقاوم در برابر نور خورشید","تنها ۲ عدد در انبار باقی مانده","۳.۲","۳,۳۰۰,۰۰۰","","فنر صندوق عقب خودرو قطعه سازان کبیر مدل FNR-405-843 مناسب برای پژو 405","[object Object]","موجود در انبار دیجی کالا","۴.۲","[object Object]","۱۷۰,۰۰۰","","جک خودرو کامل مدل APG2 ظرفیت 1 تن مناسب برای انواع خودروهای گروه ایران خودرو، وزن 4 کیلوگرم، ارتفاع 25 سانتی‌متر در حالت باز شده و 8 سانتی‌متر در حالت جمع شده","ارسال ۳ ساعته فروشنده","۴.۲","[object Object]","۱,۵۹۰,۰۰۰","[object Object]","[object Object]","","","","","۳۴٪","۵,۰۰۰,۰۰۰","۱۸٪","۱,۹۵۰,۰۰۰"
"","سردنده چرمی مدل SA-K مناسب برای خودرو سمند و سمند LX به همراه گردگیر دنده، گردگیر ترمز دستی و روکش ترمز دستی نرم و خوش‌دست دوخته شده با نخ ترک و برش لیزری","ارسال سریع دیجی‌کالا","۴.۲","۴۸۵,۰۰۰","","ساعت داشبوردی خودرو مدل G23 با جنس آلومینیوم و استیل، نصب آسان با چسب دولایه، باتری قابل تعویض، عقربه شبرنگ و مناسب تمامی خودروها به خصوص خودروهای بدون ساعت","[object Object]","موجود در انبار دیجی کالا","۳.۲","[object Object]","۶۷۸,۴۶۰","","برچسب روی فلاشر خودرو کالانیکس مدل BAR-206-10288 مناسب پژو 206، جنس پلاستیک، مقاوم در برابر آب، مجموعه 2 عددی","","۴.۱","۷۶,۸۷۰","","رول 2 متری برچسب آبی سرامیکی مخصوص چراغ خودرو کد 110 مقاوم در برابر ضربه، جلوگیری از کدر شدن و محافظت در برابر تشعشعات نور خورشید","[object Object]","موجود در انبار دیجی کالا","۴.۲","[object Object]","۲۹۲,۴۹۰","","پرکننده فضای بین صندلی خودرو لاستیکی بسته 2 عددی مناسب تمامی خودروهای چینی و خارجی با ابعاد 41x7x5 سانتی‌متر، دارای جای موبایل و دسته کلید، فوم فشرده و انعطاف‌پذیر برای جلوگیری از افتادن اشیا و افزایش نظم داخل اتاق خودرو","ارسال ۳ ساعته فروشنده","۳.۲","[object Object]","۴۵۰,۰۰۰","[object Object]","[object Object]","[object Object]","ارسال سریع دیجی‌کالا","","","۱۰٪","۸۵,۴۱۰","۳۳٪","۴۳۶,۹۹۰"
"","میکرو رله 4 فیش 40 آمپر پاسیکو مدل P2533","موجود در انبار دیجی کالا","۴.۲","۲۲۷,۰۵۰","","اسپری تمیز کننده لاستیک خودرو واکس ستاره مدل F حجم 650 میلی لیتر","[object Object]","ارسال فروشنده","۴.۲","[object Object]","۲۴۱,۹۱۰","","رله 5 پایه خودرو 12 ولت 80 آمپر دو پلاتین مناسب بوق، فن و دزدگیر برای تمام خودروها","موجود در انبار دیجی کالا","۴.۳","۱۹۵,۰۰۰","","محافظ مانیتور و دکمه‌های جانبی مانیتور مدل PH-j84 مناسب برای دنا مجموعه 7 عددی","[object Object]","موجود در انبار دیجی کالا","۴.۲","[object Object]","۱۸۹,۰۵۰","","برچسب چراغ عقب خودرو کوکلان مدل sha1 مناسب برای شاهین مجموعه 4 عددی","","۴.۲","[object Object]","۱۷۰,۰۰۰","[object Object]","","[object Object]","ارسال فروشنده","","[object Object]","۵٪","۲۳۹,۰۰۰","۵٪","۱۹۹,۰۰۰"
"","خوشبوکننده هوای خودرو و محیط گرین لاین مدل GNALFRDI130BK با حجم 130 میلی لیتر، رایحه Black، قابلیت تنظیم شدت رایحه، چند حالت زمان‌بندی اسپری، باتری 200 میلی‌آمپر ساعتی و شارژ از طریق درگاه تایپ‌سی","ارسال سریع دیجی‌کالا","۴.۱","۳,۶۴۱,۳۰۰","","کمپرسور هوا شارژی هاردکس مدل CA-U1 با توان 50 وات، فشار حداکثر 150 PSI، دبی هوا 15 مترمکعب بر ساعت، ولتاژ 7.2 ولت، بدون روغن، دارای صفحه نمایش، فشارسنج و شلنگ همراه کابل شارژ، سوزن و نازل","[object Object]","موجود در انبار دیجی کالا","۳.۶","[object Object]","۲۸۰,۰۰۰","","گردگیر دنده چرمی مناسب برای خودرو لیفان 620 مدل TBT003LIFAN620 ضد گرد و خاک با ابعاد 22x19x17 سانتی‌متر و طراحی برای محافظت محفظه لیور دنده","&nbsp;","۴.۲","۹۰۵,۵۶۰","","بوق خودرو حلزونی چیکال مدل M-65 مناسب سمند مجموعه 2 عددی با کیفیت ساخت برند چیکال","[object Object]","موجود در انبار دیجی کالا","۴","[object Object]","۷۵۰,۰۰۰","","کاور ریموت خودرو فلزی با روکش کروم مناسب برای تارا و دنا پلاس، مقاوم در برابر ضربه و خط و خش، پوشش سیلیکونی با نوار شب‌ رنگ برای محافظت 360 درجه و قابلیت نصب آسان","","۴.۱","[object Object]","ناموجود","","[object Object]","[object Object]","ارسال فروشنده","","","۲۲٪","۴,۶۸۳,۶۰۰","۲۰٪","۳۵۰,۰۰۰"
"https://dkstatics-public.digikala.com/digikala-products/492087c5604b34201cbf493b4081236d9b4c9342_1720772556.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","آفتابگیر شیشه جلو خودرو بیهقی طرح جیوه ای مدل 56CM","موجود در انبار دیجی کالا","۴.۲","۹۲۸,۰۰۰","https://dkstatics-public.digikala.com/digikala-products/9c652c8347dac4b4a6c6fb24bfe2e2b0b5bfb22c_1757499029.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","رابط زبانه کمربند ایمنی خودرو مدل B-5 بسته 5 عددی، فری سایز، نصب آسان بدون نیاز به ابزار، مناسب تمام خودروهای بنزینی، دیزلی، دوگانه سوز و برقی","[object Object]","موجود در انبار دیجی کالا","۴.۲","[object Object]","۴۷۳,۱۰۰","https://dkstatics-public.digikala.com/digikala-products/7aefe2ed049c202499b707b36d064664aa74646d_1762705792.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","خار قاب دور ضبط فلزی یدک چی مدل 30213 مناسب برای سایپا پراید X100، 111، 131، 132 و وانت 151 بسته 10 عددی با نصب آسان و استحکام بالا","موجود در انبار دیجی کالا","۴.۳","۱۲۵,۰۰۰","https://dkstatics-public.digikala.com/digikala-products/1a2b01fa9b787387f6aee6d4f3c295fc09e9f280_1749832378.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","درپوش فیلتر روغن سیف مدل DA04021 آلومینیومی سوپاپ دار مناسب برای پژو 206 و 207","[object Object]","ارسال فروشنده","۴.۳","[object Object]","۶۲۴,۰۰۰","https://dkstatics-public.digikala.com/digikala-products/465ee50574bb813bbe1394833aecf40a435b9385_1686907059.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","درب رادیاتور خودرو قطعه سازان کبیر مدل RAD-QUICK-30477 مناسب برای کوییک","","۴.۳","[object Object]","۱۹۹,۰۰۰","[object Object]","","[object Object]","ارسال فروشنده","https://www.digikala.com/statics/img/svg/productCard/topBadge/SpecialSell.svg","[object Object]","۵٪","۴۹۸,۰۰۰","۴٪","۶۵۰,۰۰۰"
"https://dkstatics-public.digikala.com/digikala-products/3197b54f3e51a74fc2530d5717223ec4afa9bf6f_1627416712.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","مغزی کیت دسته راهنما خودرو پراید مدل 008 مناسب تعویض مغزی بدون نیاز به تعویض کامل، جلوگیری از آسیب به سایر قطعات دسته راهنما، ابعاد 45x10x30 میلیمتر","موجود در انبار دیجی کالا","۴.۱","۲۹۲,۸۱۰","https://dkstatics-public.digikala.com/digikala-products/3af1dc08799ac5e0b2fdecc9d93a48a47073c7b6_1747661367.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","روکش صندلی خودرو ادا روکش مدل سناتور مناسب پژو پارس و 405 قدیم با جنس چرم ضخیم ضد خش، 12 تکه کامل شامل پشت گردنی طبی، جا موبایلی جلو و عقب، پد طبی نشیمن و الگوی متناسب با فریم صندلی","[object Object]","ارسال فروشنده","۴.۲","[object Object]","۵,۷۲۲,۵۲۰","https://dkstatics-public.digikala.com/digikala-products/65dae17d5731ed6371763f13c55dab6307f79d9d_1716136103.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","چادر خودرو شمعی لوکس سهیل مدل شمعی مناسب کوییک، ضدآب و گردوغبار، بسیار سبک با وزن کمتر از 1 کیلوگرم، دارای محل قرارگیری آیینه‌های جانبی و پارچه پلی‌استر پشت نقره مقاوم در برابر نور خورشید","تنها ۲ عدد در انبار باقی مانده","۳.۲","۳,۳۰۰,۰۰۰","https://dkstatics-public.digikala.com/digikala-products/b17fa876d4fde2ac3deb1bf247a648ef2960c9b2_1662122946.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","فنر صندوق عقب خودرو قطعه سازان کبیر مدل FNR-405-843 مناسب برای پژو 405","[object Object]","موجود در انبار دیجی کالا","۴.۲","[object Object]","۱۷۰,۰۰۰","https://dkstatics-public.digikala.com/digikala-products/5342734.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","جک خودرو کامل مدل APG2 ظرفیت 1 تن مناسب برای انواع خودروهای گروه ایران خودرو، وزن 4 کیلوگرم، ارتفاع 25 سانتی‌متر در حالت باز شده و 8 سانتی‌متر در حالت جمع شده","ارسال ۳ ساعته فروشنده","۴.۲","[object Object]","۱,۵۹۰,۰۰۰","[object Object]","[object Object]","","","https://www.digikala.com/statics/img/svg/productCard/topBadge/SpecialSell.svg","","۳۴٪","۵,۰۰۰,۰۰۰","۱۸٪","۱,۹۵۰,۰۰۰"
"","کیف نظم دهنده پشت صندلی خودرو مدل RTS050 با 10 محفظه و کاور شفاف مخصوص موبایل و تبلت از جنس پارچه آکسفورد، نصب آسان با سگک و بند، سبک و با ابعاد 65x45x2 سانتی‌متر","ارسال سریع دیجی‌کالا","۴.۱","۴۹۳,۰۵۰","","اسپری تمیز کننده و براق کننده لاستیک خودرو اس تی پی مدل son of a Gun حجم 650 میلی‌لیتر با ماندگاری بالا و جلوگیری از چسبیدن گرد و خاک","[object Object]","ارسال سریع دیجی‌کالا","۴.۴","[object Object]","۲۳۸,۳۰۰","","اسپری چربی شور موتور و لنت خودرو سی واکس مدل avin1 حجم 500 میلی‌لیتر با فرمولاسیون ویژه برای پاک‌کردن چربی، روغن و گریس سرسخت، مناسب تمیز کردن رینگ، انژکتور و زنجیر دوچرخه","تنها ۳ عدد در انبار باقی مانده","۴.۱","۲۲۵,۰۰۰","","نگهدارنده عینک داخل خودرو مدل 01 پلاستیکی با 2 محفظه، جنس ABS مقاوم و جای کارت، مناسب نصب داخل اتاق خودرو و طراحی شفاف مشکی","","","۴","[object Object]","۷۵,۹۸۰","","ابرویی چراغ جلو خودرو مدل ABR-RUN مناسب برای رانا بسته 2 عددی","ارسال ۳ ساعته فروشنده","۴","[object Object]","۳۴۵,۰۰۰","[object Object]","[object Object]","","","","","۱۰٪","۲۵۰,۰۰۰","",""
"","شماره تلفن مخصوص پارک خودرو چیکال مدل P-308 مناسب انواع خودروها از جمله پژو 206، پژو 207، پژو 405، سمند، دنا، پراید و شاهین با قابلیت نمایش شماره تماس برای دسترسی آسان در پارکینگ و مکان‌های نامناسب پارک","ارسال سریع دیجی‌کالا","۴.۳","۱۷۱,۲۰۰","","خوشبوکننده خودرو خورشیدی مدل هلیکوپتر پایه گرد با اسانس قطره‌ای قابل شارژ و حرکت پره‌ها با نور خورشید، مناسب نصب روی داشبورد و سطوح صاف، با رایحه Powder","[object Object]","ارسال فروشنده","۴","[object Object]","۶۳۰,۰۰۰","","زه بغل درب خودرو مناسب برای پژو 405 مجموعه 6 عددی محافظت از بدنه در برابر خط و خش و ضربه‌های ناشی از برخوردهای روزمره","تنها ۱ عدد در انبار باقی مانده","۴","۳۴۰,۰۰۰","","درب مخزن شیشه شوی خودرو مدل KG3046 مناسب برای پژو 206 و پژو 405 با قابلیت نصب آسان و کیفیت ساخت بالا","[object Object]","موجود در انبار دیجی کالا","۴.۱","[object Object]","۴۹,۵۰۰","","تو دری کامل اچ آی سی کد 4471 مناسب برای  پراید 131 مجموعه 4 عددی","","۴","[object Object]","۵,۹۱۵,۰۰۰","[object Object]","","[object Object]","ارسال فروشنده","","","۹٪","۶,۵۰۰,۰۰۰","",""
"","نوار هشدار شبرنگ کد SHF103 طول 1 متر","موجود در انبار دیجی کالا","۵","۱۸۹,۰۰۰","","مغزی دریچه هوا کولر و بخاری کنار داشبورد خودرو مدل SA12 مناسب برای تیبا","[object Object]","موجود در انبار دیجی کالا","۳","[object Object]","۹۳۶,۰۰۰","","آرم جلو پنجره خودرو چیکال طرح رد لاین کد P-2052 مناسب برای پژو پارس","تنها ۱ عدد در انبار باقی مانده","۳.۱","۵۰۶,۰۴۰","","پرده عقب خودرو 2 میلیمتر، مناسب تمام خودروها مدل GD-100 قابلیت جلوگیری از نور شدید خورشید، کاهش گرمای داخل خودرو و جمع شدن آسان","[object Object]","ارسال فروشنده","","","۳,۰۵۶,۱۵۰","","چادر خودرو چهارفصل متوسط مناسب برای تیبا 2، ساینا، کوییک و اطلس ضدآب، مقاوم در برابر خط‌وخش، گردوغبار و نور خورشید با دوخت محکم، کش دوبل و جای آینه","","","","۱,۹۲۹,۰۰۰","[object Object]","","[object Object]","موجود در انبار دیجی کالا","","","","","",""
"https://dkstatics-public.digikala.com/digikala-products/b1dd3acfb5b09fcc7b2e1106e0eb3c86b00d497f_1743344530.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","مبدل برق خودرو دیپکینگ مدل 12V-24V-TO-220V با توان 2000 وات، خروجی 220 ولت AC با شکل موج شبه سینوسی، پورت USB 5 ولت، فن اتوماتیک، محافظت در برابر اضافه جریان و اتصال کوتاه، کابل و گیره قوی اتصال مستقیم به باتری","موجود در انبار دیجی کالا","۴.۲","۹,۵۷۵,۲۱۰","https://dkstatics-public.digikala.com/digikala-products/8675b30d22471ddfc0cfc948c4bbb57e1b365fbf_1639229254.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","کفپوش سه بعدی صندوق عقب خودرو ماهوت مدل M-Tr کد B مناسب برای پژو 206 SD","[object Object]","موجود در انبار دیجی کالا","۴","[object Object]","۷۴۶,۰۰۰","https://dkstatics-public.digikala.com/digikala-products/501f407c038d7e01ecb0a972863041eb10bfb17c_1644046211.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","قاب بغل صندلی سمت چپ خودرو  کد 994 مناسب برای پژو 405","تنها ۲ عدد در انبار باقی مانده","۴.۱","۱۰۹,۰۳۰","https://dkstatics-public.digikala.com/digikala-products/912d1d3f27957c26b0d9b00b77fa70d6ad8fc966_1655277324.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","شامپوی فوم خودرو هافنر مدل 1960 حجم 500 میلی لیتر","[object Object]","ارسال سریع دیجی‌کالا","۴.۲","[object Object]","۳۰۰,۰۰۰","https://dkstatics-public.digikala.com/digikala-products/c7d7eebc3fea61051a242aab531caacafd045b61_1637570347.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","اسپری خشکشویی و تمیز کننده چند منظوره داخل کابین خودرو یاتاش مدل 43 حجم 500 میلی‌لیتر با خاصیت چربی‌بر و لکه‌بر قوی، ضدعفونی کننده، خوش‌بو کننده و سازگار با سطوح چرمی و پلاستیکی","","۴.۱","[object Object]","۲۱۱,۰۰۰","[object Object]","","","تنها ۱ عدد در انبار باقی مانده","https://www.digikala.com/statics/img/svg/productCard/topBadge/SpecialSell.svg","","۱۷٪","۸۹۸,۰۹۰","۲۴٪","۲۷۸,۰۰۰"
